uniqueID,drugName,condition,review,rating,date,usefulCount,label
223411,Cetirizine,Allergic Rhinitis,"""One each evening and I breathe free. Eliminates the nasal blockage side effect of Trazodone unless I drink beer in the evening!""",10,8-Dec-14,10,1
67335,Omeprazole,GERD,"""I was prescribed this by my doctor to take twice daily. It has helped but I worry about long term use. I have been using it for 2 or 3 years now.""",9,5-Jul-09,57,1
30040,Klonopin,Panic Disorde,"""I would not be alive now if not for Klonopin, nor would I have been able to complete Graduate school. Anyone who has had panic disorder that literally freezes your mind and body into a state of never ending terror know. You are sure you will die. Mine started at age 28. I have been taking a low dose; 1 mg per day - 0.5 morning and before bed. If I feel one coming on I take 1 mg of Ativan - happens a few x a month. Those who say it&#039;s as horrible and addictive as Heroin? Likely using it for generalized anxiety and increase irresponsibly .Those of us who suffer from the physical and mental terror of panic disorder and take the medication carefully - it&#039;s hard to hear others saying how dangerous it is. Anything misused is dangerous.""",10,30-Sep-15,97,1
132918,Loestrin 24 Fe,Abnormal Uterine Bleeding,"""I started this birth control and it has been the worse experience. My periods were,ways regular on time, and I barely got cramps or back pain. On this pill I have been getting really bad back pain and bad cramps to the point it wakes me up at night. I never spotted and on this pill I spot every two weeks but this month it feels as a regular period.... Its not convenient whatsoever. The only pro I could say is a bit larger breasts. That&#039;s it!""",3,10-Oct-15,3,0
130617,Levonorgestrel,Birth Control,"""I&#039;ve had the Mirena for exactly 4 yrs. It has been the best thing ever. I have used pills, Nuvaring, the patch in the past, but all those things gave me bad side effects. I had no pain during insertion and cramped very slightly.  Although I should mention I am one of those women who rarely gets cramps and I had normal periods.  My periods practically disappeared and I didn&#039;t have significant weight gain.  I am back to my pre-baby weight and absolutely no side effects in these 4 years. I will be getting another Mirena.""",10,17-Jul-12,4,1
189444,Oxycodone,Pain,"""Very effective at managing my pain that stemmed from a spinal injury and subsequent spinal surgery.  It has been the only medicine that manages the pain after trying all the other non-narcotics as well as nerve pain medications.""",8,18-Jul-11,13,1
105684,Methylprednisolone,"Gout, Acute","""Use it for knee pain with gout, arthritis,etc diagnosis with 6 to 12 months flair ups with excellent results""",10,10-May-15,21,1
230750,Tazorac,Acne,"""My dermatologist prescribed my Tazorac 0.05% cream when no other treatment for my acne worked. To this day I still use it and it clears all my breakouts within days and leaves my skin looking even and radiant. I often spot treat with it too, for it can dry my face out sometimes. Lovely product, I highly recommend.""",10,13-Apr-12,30,1
172184,Clonazepam,Insomnia,"""I have been taking 2mg for 2 years.  My initial dose was 0.5 mg, but until I took 2mg it would not help me sleep.
 If I have an extremely stressful afternoon/evening, my doc said I could take 2 tabs (4mg), as long as I don&rsquo;t take that dose more than twice a month and not on consecutive days. 
I get between 6 1/2 - 8 hours of great sleep per night and feel very rested and energetic each day. I am a very active, athletic person and feel no hangover effect from it. I just feel like I have my life back after sleeping no more than 3 hours per night for 8 years. 
I have a friend who has taken it for 8 years with the same results as me.  Neither of us take any other medication.""",10,29-Nov-17,3,1
45037,Fluoxetine,Anxiety and Stress,"""I was prescribed prozac generic 20 mg 2 weeks ago by my doctor. I had a rough patch with a family member which led to extreme anxiety/OCD, I had panic attacks and left work on several ocassions. This led to depression, felt like surrounded by a dark cloud. I am male in my late 30&#039;s and never suffered with this before so it really scared me. I thought I was going crazy. Finally decided to get help after 2 months. I was very nervous to take after some reviews.It&#039;s been 2 weeks and I feel SO much better.  Is seemed like 1 day I woke up and the depression and anxiety just faded.  I had some side effects for first 5 days...mental fogginess, drowsiness, headache, waking up early but all went away. hope this helps and stick with it!! exercise helps too.""",10,20-Jan-17,148,1
137734,Enbrel,Rheumatoid Arthritis,"""I have been on Enbrel for about 2 1/2 years &amp; have really had no relief. Prior I was on methotrexate &amp; ended up having to see a liver transplant doctor because of an acute drug injury to my liver. I now have to see the transplant doctor every 3 months so I&#039;d rather be on Enbrel than Methotrexate. But honestly I feel the Enbrel is just a waste of my time. I&#039;ve also tried Cimzia, Celebrex, Vioxx, etc. Yet here I am at 42 unable to lift my grandchild &amp; 2 shoulder surgeries &amp; 2 toe replacements while on Enbrel.""",2,10-Dec-15,26,0
229081,Tadalafil,Erectile Dysfunction,"""57 YOM. Taking Cialis/Tadalafil for 3 years &amp; it has changed my life, my wife&#039;s life &amp; our marriage for the better. My weak/sporadic erection issues started 4-5 years ago; felt like woody had a perpetual leak. Tried exercise, ginseng, nuts, avocados, oysters etc. with little success. Very frustrating for me &amp; my wife.Decided to see an MD when my wife could not get me hard with oral sex. MD gave me a quick physical/blood test, then he gave me 2 10mg and 30 5mg cialis samples.He told me to take the 10mg on my Friday night &amp; have fun. Wow, was he right! Having rock hard wood &amp; great sex (oral, front or back door) with my wife ever since. Take 2.5mg (breaking 5mg in half) every night before bed with no side effects except great sex!  Good luck!""",10,18-Aug-15,55,1
199716,Varenicline,Smoking Cessation,"""I never really believed I would quit smoking. I loved smoking. I wanted to live longer and that is the only reason I wanted to quit. I chose option 3 plan on chantix 84 days to quit, you just cut in half each month. I had a lot of nausea so I took 1/2 dosage for 3 weeks. At end of 3 weeks I went from 2 packs a say to 7-8 cigs a day. Started full dose at this time and ate before taking that helped nausea, had a lot of weird dreams but slept better on chantix. Today is my stop date and I fully quit  almost a month ago before my stop date. I have never felt as proud as I am right now, I did it. I just had to get past the first 2 weeks then it was smooth sailing. I let chantix do the work. Thanks chantix""",9,18-May-17,21,1
4325,Capsaicin,Pain,"""this product was horrible.  had a bad reaction, a huge rash on my back and soon painful. do not use it""",1,1-Apr-16,8,0
179316,Olanzapine,Bipolar Disorde,"""Made me really psychotic.""",1,20-Aug-14,25,0
9436,Lo Loestrin Fe,Birth Control,"""I have spent nearly 5 years on this birth control, taking it continuously, to help keep my endometriosis under control.  I have been on many different pills over the years, including very high doses of estrogen.  They would work for the first year, then I would get constant breakthrough bleeding.  I&#039;ve always had issues with acne, but this pill didn&#039;t make it any better or worse.  I have occasionally suffered from random cramps, usually due to shifting the time I took my pills during the time changes of the year.  I am vigilant about taking it the same time every day, have never had a pregnancy scare, and was hoping to continue with it indefinitely, however, my insurance provider had other plans.  I am hoping to go back on it again ASAP.""",10,23-Feb-17,7,1
100436,Desogestrel / ethinyl estradiol,Birth Control,"""I&#039;ve been taking Reclipsen for a little more than a year and it has been great! My periods last about the same as when I wasn&#039;t taking it (a bit heavier). The first few months I started taking it I lost about 10 pounds and now I am back to my normal weight. I would recommend it to anyone.""",10,4-Jul-14,9,1
105014,Ethinyl estradiol / levonorgestrel,Birth Control,"""I first started taking Aviane in 2005 when Alesse was no longer offered. I loved it then and I love it now. I have no complaints about it. I recently started taking it again two months ago and it works the same. Little side effects. What I love best is I have not gained any weight as I have before on other pills. So before you listen to anyone else do your research and try it out for yourself. Hope this helps someone.""",10,25-Oct-08,148,1
140053,Xanax XR,Anxiety,"""I&#039;ve been taking this medicine for 2 days and all I can say is wow! Is this what normal life is supposed to feel like? I was diagnosed with a chronic pain condition that is caused by a lifetime full of anxiety and the tightening and clenching of muscles that were not intended to be in constant use. The pit in my stomach is gone and I am actually looking forward to waking up in the morning and being able to face the day anxiety free!""",10,15-Jan-13,132,1
39333,Contrave,Weight Loss,"""I am 52 years old... have an extreme pain in my knee that had limited my exercise a lot..... additionally some emotional reasons that made me gain 20 pounds in the last year and I was already 10 pounds over
Today is my day five the only side effect is constipation.
Medication for me is being fantastic... I always read how to lose wieght in the past but never was able to practice.  Now I am eating to live in the last 5 days and not living to eat
Medication left me more calm in general... doing things in my time including eating and exercise.... very hopeful I will lose the weigh I need""",10,30-Jan-17,42,1
228816,Tadalafil,Erectile Dysfunction,"""I have been taking cialis for a few years. It works very well. It helped me with ED and both.  But, Unfortunately insurance company restricts me to only 4 of 20 mg pills for every 3 months. Absurd it is. So , l looked around and found the generics and ordered them online.
I am using tadalafil  and it works perfect.""",10,28-Oct-17,1,1
17625,Ethinyl estradiol / etonogestrel,Birth Control,"""I am getting ready to end my 3rd month on the nuvaring... I used to be on BeYaz but couldn&#039;t stand the mood alteration and it was making my anxiety levels very high.  When I went off of it my acne (which was nonexistent before) popped up like crazy! My gyno recommended the nuvaring because unlike the pill where you get one high dose of hormones, the ring gives you a continuous dose of hormones.  Here is a list of my pros/cons for the ring.
pros: no mood alteration at all, no weight gain that I can tell, not pregnant 
cons: discharge, you can feel it, I got a UTI within the first month of using it, your partner can feel it during sex, its difficult to get wet, and it doesn&#039;t help with acne at all""",9,12-Mar-16,7,1
28455,Lexapro,Depression,"""I had extreme stomach pain within 1/2- 1 hour after taking Lexapro. I ended up in the hospital, dosage was 20mg.  I had taken Lexapro a few years ago with no side effects.  I have gained weight while on this. """,2,13-Jul-13,27,0
113606,Acetaminophen / butalbital / caffeine,Headache,"""Took at 8pm at midnight still awake and no relief of neck spasms. Felt like my head would fall off on right side of neck. Took second dose still at 4am still not sleeping, no relief from pain.""",1,29-Dec-15,2,0
89021,Singulair,Asthma,"""I am 63 and have used this for years.  Works great for me with no side effects.""",10,4-Sep-13,78,1
45683,Fluoxetine,Anxiety and Stress,"""Works pretty well""",8,14-Apr-13,29,1
184999,Harvoni,Hepatitis C,"""I was prescribed Harvoni in February, 2013....used it for 12 weeks and after finishing my prescription, my blood was tested for Hep C and was found to be negative. 3 months later I had another blood test which was also negative for Hep C.""",10,3-Apr-17,21,1
191557,Lisdexamfetamine,ADHD,"""I&#039;m 42, highly successfully in my career and family life but always thought I had ADD or ADHD .  I got decent grades in high school and college but always felt like it was a struggle  and I would have to beat myself up for hours with guilt and fear of failure to produce even passing results.  After 20 years, I&#039;ve decided to actually do something about it.  I tried both Adderall and Vyvanse and Vyvanse is superior because it&#039;s less harsh.  I&#039;ve benefited from it but it does make me anxious..  I take Ativan to help with that..  I&#039;m also on Brintellix. I hate being on tons of meds but if I can increase my quality of life and be a better person it&#039;s worth it.  """,9,22-Feb-15,41,1
34132,Tramadol,Pain,"""I have ankylosing spondilitis. Although it relieves some pain, it makes me very drowsy and lightheaded.""",2,1-Aug-09,4,0
131626,Effexor XR,Anxiety,"""I cannot describe how life changing this medication has been for me. I&#039;ve been suffering from anxiety/depression, specifically social anxiety and low self esteem, my whole life. It was at a point where I thought it was normal to be negative, pessimistic, anxious and depressed all the time. I tried EVERYTHING including therapy, exercise, diet and an array of medicines and nothing worked. I nearly developed an addiction to Xanax just trying to combat the anxiety. Prozac, lexapro, Concerta, stratera; Nothing worked. Finally got introduced to Effexor XR. Started on 75mg for 2 months, I wasn&#039;t that satisfied. I got put on 150mg for 2 months then. CANNOT BELIEVE THE DIFFERENCE. I&#039;m happy, confident and positive. AMAZING. Long may it last.""",10,14-Oct-16,84,1
214470,Tioconazole,Vaginal Yeast Infection,"""So I&#039;m very prone to yeast infections and UTIs so this is not new for me. I knew the signs and symptoms of my yeast infection: itching, a lot of discomfort, and thick creamy discharge. I waited it out a couple days because sometimes when they&#039;re mild they&#039;ll go away on their own, but I couldn&#039;t handle the discomfort. So luckily I had Monistat 1 at home so I popped it in and it&#039;s been almost 4 hours and I&#039;m feeling amazing. So I guess you&#039;re supposed to take this before bed? But I used it at 7:45 AM because I didn&#039;t want to be uncomfortable this whole day. I&#039;ve heard horrible stories about Monistat 1 and amazing ones as well, just depends on your body and how it reacts to the medicine. Not everyone feels results as quick as me! Dont panic!""",10,16-Jan-15,22,1
225747,Bupropion,Depression,"""Best anti-depressant I&#039;ve been on. Before taking this I have tried Celexa and Lexapro. My depression is little to none and I have so much more energy. My main negative side effects to this have been dry mouth and difficulty falling asleep. And yes it totally curbs your appetite. I ended up going off of it for 3 months after losing my health insurance and gained 10 pounds.""",10,24-Feb-12,3,1
57485,Oxymorphone,Pain,"""For years, I have had L1-L2 pain from a compression fracture and moderate disc degeneration. The pain relief from this is so much better than anything else I have taken, and I can go about my normal life without feeling drugged up like Oxycontin or other narcotic pain killers.  Not 100% relief yet though.  I&#039;ve only had it for a few weeks and my doctor and I are still working to find the right dosage.  I&#039;m on 15mg every 8 hours at the moment and will probably move up to 20mg soon.  It&#039;s very promising though.""",9,26-Jun-08,48,1
98290,Nexplanon,2</span> users found this comment helpful.,"""Well I have had the implant for a little over 2 months. I have been bleeding 6 out of the 9 weeks I have been on this. I got the implant because of my endometriosis and heavy painful bleeding. The second month I was cramping for 5 days before I even started my period and today marks the 26th day I have been spotting and bleeding.  Right now I&#039;m frustrated because I have become anemic and I&#039;m tired of bleeding and cramping.""",2,7-May-15,2,0
12193,Acanya,Acne,"""I&#039;ve struggled with acne since I was about 13. I&#039;ve used Proactive, Clean &amp; Clear, Neutrogena, AcneFree, etc. and every other acne system you can think of. 
This product gets rid of my acne in about 4 days; it is all I need now. It doesn&#039;t matter what face wash, or toners you use with this, because all you need is the Acanya gel. It&#039;s pretty expensive but one bottle (only put on problem spots) lasts me about 4 months.

Acanya has completely has kept my acne away for about a year now. As soon as you put it on, the next morning the size of the bumps reduce in size dramatically. About a week later, I had no acne. I didn&#039;t have bad skin, I just needed the right product.""",10,5-Aug-13,19,1
137277,Isotretinoin,Acne,"""Accutane IS awesome! Of course you&#039;re going be dry- but you will be clear and stay clear. Stick with it- the side effects are only temporary but clear skin forever is worth it.""",9,12-Jun-13,17,1
106577,Implanon,Birth Control,"""I have had implanon in for two years. It has been an amazing &quot;birth control&quot;. I do not take very many precautions and I have never had a pregnancy scare. I did not gain weight while being on this, I actually lost weight. The only negative effect this has had on me is my menstrual cycle. I am constantly on my period (spotting). I go several months spotting with an occasional couple days off. I absolutely hate this effect the implanon has on me, but it may work out better for others. Most definitely most effective as far as birth control.""",8,21-Dec-15,10,1
10730,Spironolactone,Acne,"""Spironolactone cured my acne! I started getting pretty severe acne this year and after trying minocycline and doxycycline which did not work for me, my dermatologist recommended spironolactone. After just 3 weeks, my acne started to calm down and I am currently nearing my 2nd month of spironolactone and my face is acne free. Although I have oily skin, spironolactone really dried up my face and lips so I have to moisturize constantly throughout the day. This medicine took some time to see drastic improvements but it is definitely worth the try!""",10,4-Dec-14,38,1
21347,Zaleplon,Insomnia,"""I was first prescribed it in a psych ward as a PRN.  I take a cocktail of sedative drugs through the day and at night including: 90mg Phenobarbital, 15mg Zyprexa, 2mg Klonopin, and 200mg Vimpat all at night.  I still have had major trouble sleeping.  I got put on 10mg Sonata and the first night it didn&#039;t work.  The second night I laid down and tried to sleep on my own, after about two hours of no sleep I took the sonata and within 15 minutes I was asleep and slept all through the night till I was woke up for breakfast at 8:00 am, oh and I laid down at 9:00 pm and took the sonata at about 11:00 pm.  It works wonderfully for me but I think it has its own effects to each individual user and the meds they are on too. I love it""",10,31-Mar-16,10,1
169997,Quetiapine,Insomnia,"""By far the best sleep medication I&#039;ve ever taken.  I take 400-500 mg approximately 2 hours before bed.  It&#039;s a very deep, restful sleep.

I was very scared to take this because I&#039;ve had bad reactions to a few other medications.  I took Remeron for sleep, and that would give me a very strange head the next day.  I remember I used to have a lot of false awakenings on that stuff.  Trazodone was similar -- I used to feel utterly horrible the next day.

Seroquel is good.""",10,18-Nov-17,3,1
160865,Buspirone,Anxiety,"""Have been taking Buspar for over 10 years along with an antidepressant.  Before taking Buspar, anxiety attacks were so bad that I could not work for several years.  I take it at night and no side effects, unlike other anti-anxiety medicines.""",10,20-Nov-08,147,1
117580,Nortriptyline,Reflex Sympathetic Dystrophy Syndrome,"""Minimal positive effects.  Did have less weight gain on this then amitriptyline.  Not a miracle by any means.  Did experience negative emotional effects on this medication.""",3,21-Nov-14,11,0
226017,Bupropion,Depression,"""I have bipolar disorder/panic attacks/anxiety/major depression - needless to say there&#039;s a lot on my plate. However, for my depression Aplenzin has been working very well. I don&#039;t get so frustrated over the extremely simple things like not finding a sock (as a personal example). Overall I think Aplenzin is good. APLENZIN gives me energy and helps my personal outlook. I take 522mg a day. I&#039;m pleased with this medication, I do though take into consideration that I&#039;ve only been on it for about a week so I am on alert for any changes. Aplenzin works great for my depression so far.""",10,2-May-09,46,1
126140,Viibryd,Depression,"""My doctor just proscribed this medication a few days ago for major depressive and bipolar disorder, and I already feel better. I don&#039;t feel like I am about to explode. This medication is a blessing to me and my family. I can actually play with my kids again, which I&#039;ve done everyday since being on Viibrid. I love it. I just wish it would help me sleep. I don&#039;t wont to jinx it but I haven&#039;t even had the bathroom problems everyone&#039;s talking about.""",9,4-Nov-12,16,1
34378,Tramadol,Pain,"""I have been diagnosed with fibromyalgia and osteoarthritis, so am in fairly constant pain.  Ultram has really been a lifesaver, allowing me to work and play.  Headache is sometimes a problem, but I think almost always in combination with caffiene.""",8,27-Mar-08,187,1
175006,Fingolimod,Multiple Sclerosis,"""Can&#039;t tell you how much better I feel!
On Rebif for 4 years always sluggish and not much confidence in my ability to get around, I didn&#039;t realise that it must have been making me feel worse.
Now on fingolimod for a month and ability to handle the heat has more than doubled,I sleep better and it&#039;s like a fog has cleared from my outlook.
Still carrying on running a small company and looking to the future with a much more heathy attitude.""",10,6-Jul-17,11,1
128762,Phentermine,Obesity,"""I work an off shift. I gained 40 lbs my 1st semester of college.  Im 23. 6 ft tall 38 male waist. Suffer from weight anxiety.  Been dieting and exercising 4 to 5 times a week. For the past 2 years religiosity. only got bigger and was always starving and p.oed. My 1st month after getting this med from my doc I&#039;m down 13 lbs.  My face and belly look like a past picture. I hope to see more changes. I started at 230 now I&#039;m 217. My 1st goal is 200 then my crazy goal is 180 and 34in waist. I&#039;m tired of my pants &quot;shrinking&quot;. Also  the dry mouth was a pain the 1st couple days drink lots of water. And it keeps me up at night. Running around in my brain. Then I&#039;m not sleeping as deaply as normal but its worth it I&#039;m finally eating less. And full.""",9,4-Mar-15,0,1
147647,Alprazolam,Anxiety,"""If it is taken as your Doctor says then it is a really effective in treating anxiety.""",9,12-Jan-09,29,1
117576,Nortriptyline,Migraine Prevention,"""I&#039;ve been on this for a month or so at 25mg a day and it has reduced my headaches down from one every day with a migraine once a week to about a headache a week and I haven&#039;t had a migraine yet. When I take this I have noticed that I sleep better. I also have dry mouth with this unfortunately but it is nothing compared to having daily headaches. (18 years old, female, migraines since age 4).""",9,13-Dec-14,76,1
168951,Vilazodone,Depression,"""On day 1 of Viibryd I felt sick (i.e. diarrhea, nausea, and stomach cramps). The benefits definitely out ways the cons. My depression and anxiety has decreased significantly. I&#039;ll be hitting week 3 (40mg) of Viibyrd and I feel so much better. I don&#039;t think negative anymore or feel too sensitive about certain topics. I finally feel normal again because I have been battling with my depression. I will continue using Viibyrd.""",9,18-Oct-12,22,1
218064,Amoxicillin / clavulanate,Sinusitis,"""Medication very effective for sinus infection, some doctors recommend Omeprazole for the GI effects, it reduce highly stomach pain.""",10,18-Apr-17,18,1
23061,Apremilast,Psoriatic Arthritis,"""Within weeks my plaque psoriasis disappeared. Chronic diarhea caused me to stop taking it. P came back within weeks. 

Several months ago I was in a motorcycle accident and sprained my wrist. Never got better, got worse. Diagnosis of psoriatic arthritis. Thinking of trying it again. Don&#039;t know if I can take living on the toilet. Hoping my body will get used to it but not opptomistic.""",9,23-Jun-16,9,1
113231,Bisacodyl,Constipation,"""Causes extremely bad cramping, and doesn&#039;t Always work""",1,27-Nov-15,6,0
54849,Bupropion / naltrexone,Obesity,"""I&#039;ve been on Contrave for just over 6 months. I&#039;ve lost 50 lbs. I am incredibly grateful I found this drug.

The side effects for the first several weeks were pretty rough, I admit. The two worst were nausea and a tremor. They continued for roughly a month - but then they stopped. I still deal with constipation, but that&#039;s easy to manage.

In addition to the weight loss, I have kicked a lifelong sugar habit. Even my family members were stunned by that, as I was a serious chocoholic.

Now that I&#039;ve reached my goal, my doctor and I agreed that I should remain on the drug for 6 more months, and then taper (which is standard protocol for going off antidepressants like bupropion).

Contrave is pricey, but for me, it&#039;s been worth it.  your mileage may vary (YMMV)""",10,2-Feb-17,6,1
78249,Lasix,Edema,"""I started taking this medication when I was in my early 20&#039;s for edema.  I take 80 mg a day for 20 years now.  If I miss a day I go up about 12 lbs on the scale.

This medication has worked wonders for me but it is hard to take if you need to leave the house.  I can pee up to 20 times in 4 hours.

Other than the inconvenience.  It is a fantastic medication for me.""",10,5-Jan-15,122,1
140712,Escitalopram,Obsessive Compulsive Disorde,"""Amazing keep at them. 
We can all get thought this!""",9,9-Oct-16,5,1
133354,Tri-Sprintec,3</span> users found this comment helpful.,"""I have been taking this pill for less than a week now. The first three days I was really nauseous. Today is my sixth day on this pill and I am no longer sick from it, also my skin has almost completely cleared up. I switched to this pill from Junel Fe because it was making my skin break out severely. I&#039;m very happy with Tri-Sprintec so far, although I&#039;ve noticed I&#039;m a little hungrier than normal!""",8,24-Sep-10,3,1
42161,Dexilant,GERD,"""Taking for GERD after throat surgery. Has quelled my heartburn more effectively than any OTC I&#039;ve taken in years. Most noticeable side effects are constant, constant gas (!!!) and lots of stomach growling if I hold it in. Feel like I&#039;m having more frequent and more urgent BM&#039;s as well. Also, an expensive med! That being said, it works well.""",8,25-Apr-16,27,1
228048,Etonogestrel,Birth Control,"""I had it since March 2009. I was breastfeeding and it was great. Until I stopped breastfeeding in June 2010. Since then I have been on my period. Super bad bleeding with the worse cramps ever or spotting still with cramps. NO SEX drive at all. I&#039;m mad all the time at someone for doing anything. Always feeling sad. Feeling that I&#039;m sick all the time and my tummy hurts. I&#039;m always sleepy. I HAD great skin, now not so much. I&#039;m getting it out as soon as possible. No more for me. """,2,24-Aug-10,18,0
121604,Venlafaxine,Depression,"""I took remeron (mirtazapine) for about a year until I decided I needed something to give me more energy. I started 75 mg in the morning after eating. In a week I could already feel a difference in my mood and energy. Even my friends and family have noticed a difference in me. I didn&#039;t realize how numb I had been on remeron. I&#039;m finally getting back to myself and I couldn&#039;t be happier. My depression and anxiety has been getting better thank God. The only complaint about this medicine is that if you forget to take it, even just one day, you get headaches, feel nauseous, or dizzy.""",9,22-May-15,4,1
122117,Venlafaxine,Anxiety,"""I have been taking Effexor XR for about 8 years after suffering a serious mental breakdown. This medicine has given me back my life.  Having said that the UK government have recently told all doctors to prescribe the generic version. THERE IS A HUGE DIFFERENCE, I began suffering terrible headaches, and anxiety again. After speaking to my Consultant Psychiatrist I am now back on Effexor with all the nasty symptoms gone. There really is no substitute for the real thing.""",9,27-Jan-10,63,1
111524,Cipro,Urinary Tract Infection,"""Kept getting Cipro for UTI&#039;s. Would go away and resurface 6 weeks later . Then began the excruciating pain in legs and ankles, brain fog, a whole list of things going wrong. Do your research and only if you are on deaths door agree to take this poison .  It may work at first but you are likely to pay months and years later. So not worth it!""",1,14-May-16,22,0
92977,Vortioxetine,Depression,"""I was started on Brintellix (now Trintellix) in the hospital for suicidal ideation. I have struggled with it si since the 80s. When my dose was increased I had these muscle spasms over my chest. I went to the ER they could not find anything cardio. When I reduced the dose it went away. My mood did improve and I have been back to my old self. No problem since Aug, now it&#039;s Dec and I had had 3 more spells. ER again found nothing. Dr thinks It&#039;s my anxiety. I feel unheard. I don&#039;t want to give up being stable. I hate having my illness. I have to be my own advocate....
(I too had rough gastro side effects but slowly they leveled out with over the counter meds.)""",8,22-Dec-16,11,1
230488,Depo-Provera,Abnormal Uterine Bleeding,"""I got my first shot in June and at first had my normal 5 day period but in July I started bleeding again and been bleeding since. I got my second shot in August and that didn&#039;t help. I&#039;m still bleeding and having migraines that I never had before and its October. """,3,11-Oct-12,29,0
111963,Gabapentin,Alcohol Withdrawal,"""I have a boyfriend who has been drinking alcohol for years, he&#039;s 51 &amp; drinks the 20% alcohol, and he got gabapentin 600 mg 3x day and it worked the FIRST day! I&#039;m hoping he stays sober. Thanks for this site. Good luck to all.""",10,26-Oct-17,4,1
102599,Aripiprazole,Schizoaffective Disorde,"""Horrible side effects. Triggered a depressive episode and could not sit or stand still at all when on this med. Just rocked back and forth. Hated it.""",2,21-Feb-16,16,0
100462,Desogestrel / ethinyl estradiol,Birth Control,"""I just started taking Apri.  I have not been on birth control since 2008 when I was taking Tri-Sprintec. After a few months of Tri-Sprintec I gained 17 lbs!  I have always been small (5&#039;4 108 lbs) so this weight gain was very noticeable and I could not shed the weight. I got off Tri-Sprintec and do not recommend it to anyone!  Anyways, I&#039;m on Apri now and I really like it. The only downside I&#039;ve noticed is intense cramping the first week I took it. Hope this helps!""",8,23-Jan-12,3,1
178816,Victoza,"Diabetes, Type 2","""Started Victoza 1 month ago.  I have mild Diabetes due to Metabolic syndrome. FBS off meds is 117-130. Have been on Metformin Januvia Invokanna without weight loss.  Had a lap band since 2006 but not very tight. Had prostate biopsy last week {benign}.  In 1 month I have lost 6 lbs. After Victoza injection, it is very difficult to eat even small portions almost like the band being temporarily tightened. Another weird reaction was that the prostate after biopsy is slightly swollen for a few days. After Victoza injection, it felt like there was more swelling in the prostate region for a few hours.  Have not had any unwanted nausea during the month. Have just renewed my prescription""",10,30-May-15,35,1
8250,Zolpidem,Insomnia,"""Great""",10,20-Apr-16,3,1
61480,Citalopram,Anxiety and Stress,"""I started taking citalopram around 18 months ago, my husband had an affair and I got to the point where I was having a breakdown so Dr started me on 10mg a day, side effects were just tiredness\spaced out really,only lasted a few days 
After a couple weeks felt better, could control  panic attacks, felt calmer, after around 4/5 months it felt like it was wearing off so Dr increased to 20 mg, this dose made me feel terrible for about 10 days was like a zombie 
Then I felt great so much better, doubling the dose probably wasn&#039;t a great idea at the time but was worth it, anyway they work really well for me they just take a while to work. I now take 40 mg a day after falling In a deep depression my husband had another affair but now feeling great x""",9,12-Apr-17,15,1
2231,Metformin,Polycystic Ovary Syndrome,"""Have lost 7 pounds in less than a month of taking metformin, for my PCOS (Polycystic Ovarian Syndrome). Can see the change physically in my face and stomach, as well as been told it by others, and on the scale. My hormones are also regulating themselves (having a period naturally for the first time in forever). Happy and proud of the results. My body has needed this for a long time, in both aspects. I do have diarrhea as a side effect, but I&#039;d rather deal with that and lose weight.""",9,23-May-15,54,1
15888,Ethinyl estradiol / norethindrone,Birth Control,"""I was on birth control for over 10 years . I was switched to this brand because of heavy bleeding. I was put in the hospital for over a week after being diagnosed with pulmonary embolism due to the birth control. I was only on this pill about 6 months. Other pills I was on for years &amp; never had this problem. Now I am unable to take birth control for the rest of my life.""",1,7-Aug-16,2,0
225347,Bupropion,Depression,"""All I can say is Wellbutrin has substantially increased my quality of life. I was so scared about side effects that I waited years to try antidepressants. I was on Celexa and when that failed I was put on Zoloft which also did me no good. Wellbutrin not only brought me out of a deep depression it&#039;s caused me to be active and my weight is now in the normal range. I&#039;m also more organized and positive than I&#039;ve ever been. My family members who were initially against me taking Wellbutrin has changed their opinion because they see me enjoy life again.""",10,20-Aug-15,102,1
105592,Methylprednisolone,Inflammatory Conditions,"""I have arthritis in my neck/upper back that comes and goes. The pain clinic prescribed a dose pack. It worked extremely well.  When the pain comes back I take another dose pack. No more then twice a year right now. I have the usual side effects  - sleeplessness, jitters, and hunger.""",10,14-Mar-17,32,1
95248,Guanfacine,High Blood Pressure,"""This is by far the most effective medicine I have taken for high blood pressure. As another poster said, it needs to be taken with caution at first until you know what dosage is right for you - it can bring your pressure actually low at low dosages. I have found it to have far less side effects than clonidine. It is a long lasting medication able to be taken once a day - I take it at night, as it helps with sleep and by morning any sedative effect has worn off, leaving me with a feeling of well-being. I have not noticed any increase in appetite, but being diabetic I have noticed a rather serious increase in fasting blood sugar which will require tweaking of those medications. Metformin offsets that side effect in a beneficial way.""",10,31-Aug-13,11,1
214229,Tioconazole,Vaginal Yeast Infection,"""I would have been better off just letting my YI run its course. I am currently on my 3rd day of fire and crazy itching after using the 1 day treatment. It feels like I have chemically burned off all of my skin down there. I don&#039;t know what to do. I ran to the drug store and got the 7 day, but I&#039;m kind of scared to use it now! I wish I hadn&#039;t used the 1 day!""",1,5-Jan-16,4,0
